Date,Close,High,Low,Open,Volume,Ticker
,LT.NS,LT.NS,LT.NS,LT.NS,LT.NS,
2015-10-30,804.4468994140625,854.0280922008504,798.3169481693542,839.9434930617856,11414433,LT.NS
2015-11-02,791.8448486328125,800.5978269304217,783.6336097517369,798.3169040386636,7422958,LT.NS
2015-11-03,783.0918579101562,796.5492035670173,779.841578079876,796.5492035670173,5215915,LT.NS
2015-11-04,780.126708984375,791.4742106467623,778.3590210997571,791.4742106467623,3886504,LT.NS
2015-11-05,780.6113891601562,786.6557745715726,777.7887269523098,781.210085065305,3723427,LT.NS
2015-11-06,785.3442993164062,790.6188585279496,782.4076195376414,782.9208023973665,2817822,LT.NS
2015-11-09,774.9662475585938,777.7888580363649,759.0284461725762,769.8057051625354,3894880,LT.NS
2015-11-10,768.893310546875,779.784638534487,765.8140565878517,772.6852779156704,3552916,LT.NS
2015-11-13,759.0853271484375,774.93761278173,758.4010659668286,774.93761278173,2728915,LT.NS
2015-11-16,773.8826904296875,777.104465839323,756.1201430385415,758.1159178693706,3453009,LT.NS
2015-11-17,770.8035888671875,782.6357698065963,766.9545604910894,780.3548467003125,2795227,LT.NS
2015-11-18,766.640869140625,780.6399550325283,764.6735985117854,772.0865590760206,2537497,LT.NS
2015-11-19,774.9091796875,778.3590424754291,769.8626551232018,774.3674402402929,1806705,LT.NS
2015-11-20,779.413818359375,783.1487762459803,766.6692397256318,776.8763043742703,2543665,LT.NS
2015-11-23,780.5829467773438,789.1363433109802,778.387588921921,781.2101993368631,2178064,LT.NS
2015-11-24,764.9872436523438,780.5829400105289,762.6778683729133,777.2186423540422,2611854,LT.NS
2015-11-26,759.9122314453125,772.257594811457,758.4866480329463,769.6630716332324,4076958,LT.NS
2015-11-27,778.3590698242188,779.7846532880973,761.8225209075384,762.0506079970644,3462969,LT.NS
2015-11-30,783.833251953125,789.1648724206432,777.7888136620784,778.2735443996983,3613390,LT.NS
2015-12-01,778.2734375,788.566015929528,775.8214364060426,784.0612313443532,1377124,LT.NS
2015-12-02,772.0865478515625,783.4910582258474,770.860547194077,780.0696998929834,1781221,LT.NS
2015-12-03,768.5795288085938,778.3019153737507,766.526745387224,770.0906250709357,1776231,LT.NS
2015-12-04,764.0177612304688,770.5468249470667,762.9628390264668,764.4169266272024,2201155,LT.NS
2015-12-07,764.7591552734375,770.6610197028671,761.879536166291,767.2111567641182,1649014,LT.NS
2015-12-08,753.8964233398438,764.1034386854201,749.2775681334169,762.9344988056012,2217838,LT.NS
2015-12-09,741.6934814453125,755.5214364425274,740.3819155181357,752.7558350019275,3327682,LT.NS
2015-12-10,747.5382690429688,751.4158014102871,741.86449228108,746.7684425587553,2893311,LT.NS
2015-12-11,733.1686401367188,749.1349451629779,727.9225326869789,747.6238486237277,4114018,LT.NS
2015-12-14,726.696533203125,736.9321044653983,721.0513124929687,732.3988148398743,4010256,LT.NS
