Date,Close,High,Low,Open,Volume,Ticker
,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,
2015-10-30,213.95933532714844,216.98300883595337,212.1992845127016,215.4486059149601,8669606,SBIN.NS
2015-11-02,213.82394409179688,214.81680035873936,210.03306213407478,214.81680035873936,7611610,SBIN.NS
2015-11-03,212.96649169921875,216.35121030147099,212.1090324078059,216.03531149540058,8323201,SBIN.NS
2015-11-04,215.71939086914062,217.0732782595327,213.91420768195115,215.8999064333686,8418352,SBIN.NS
2015-11-05,211.11619567871094,215.71941891346196,210.39413332792816,214.81682720252698,8906564,SBIN.NS
2015-11-06,219.3297576904297,220.9544253167016,210.30384173609102,212.65058539320097,30821077,SBIN.NS
2015-11-09,222.12779235839844,224.11349107107014,212.6505808105769,213.01161193198834,22806485,SBIN.NS
2015-11-10,217.70509338378906,223.165775373921,216.71225087714552,221.0446795833264,11767845,SBIN.NS
2015-11-13,216.84764099121094,218.246660784355,214.54602956022626,217.97588053851172,9082062,SBIN.NS
2015-11-16,224.1134796142578,225.06120347508264,215.8096402942022,216.1706713971575,14051479,SBIN.NS
2015-11-17,223.7073211669922,227.13715803888346,222.66933262106377,225.64788749042825,11273394,SBIN.NS
2015-11-18,217.5245819091797,224.47453467626826,216.12556213411094,223.4816921509443,10397889,SBIN.NS
2015-11-19,220.14205932617188,221.13491547606608,217.88558059682427,219.3748648216656,7325199,SBIN.NS
2015-11-20,219.2846221923828,225.55763093565182,218.4271629435828,220.18721377479432,13718619,SBIN.NS
2015-11-23,219.05897521972656,221.36058651906401,217.1184088183476,220.14208236869283,10552151,SBIN.NS
2015-11-24,217.88560485839844,220.23234850721127,217.1635426025681,218.87846111884727,6651669,SBIN.NS
2015-11-26,218.8784637451172,221.04467808350958,217.52457634050822,218.38203560893626,13629888,SBIN.NS
2015-11-27,225.3771209716797,226.09919701003506,219.14924440733137,219.32975997380646,15149912,SBIN.NS
2015-11-30,224.42938232421875,228.35566105690606,221.1349286914703,225.3319738698982,12865469,SBIN.NS
2015-12-01,225.82839965820312,227.36280251562914,225.0160727844052,226.4150924203495,9501537,SBIN.NS
2015-12-02,220.77389526367188,226.23456303972299,220.00668694891974,226.14431214957523,10881754,SBIN.NS
2015-12-03,217.61483764648438,220.68364354051997,216.9830125161347,220.36773097534513,7155630,SBIN.NS
2015-12-04,217.61483764648438,218.56254779709957,214.86193054516895,216.62198138946744,11115170,SBIN.NS
2015-12-07,215.40345764160156,219.28460387628292,214.81677867101922,219.28460387628292,7531729,SBIN.NS
2015-12-08,212.96649169921875,216.57685820828777,212.37981265047713,214.90707196131652,8254434,SBIN.NS
2015-12-09,211.56744384765625,214.99729433062484,210.84538165962365,212.47003535515043,7408777,SBIN.NS
