Date,Close,High,Low,Open,Volume,Ticker
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,
2015-10-30,433.3627624511719,437.00769240817124,431.28270080457077,437.00769240817124,4044676,INFY.NS
2015-11-02,431.7407531738281,433.4964548291589,425.2142709802261,431.2827724055471,3544988,INFY.NS
2015-11-03,437.1984558105469,439.08768410271745,432.58030597072394,432.58030597072394,3614682,INFY.NS
2015-11-04,433.8780517578125,441.816678878464,432.16055426568727,438.95418305825524,3205572,INFY.NS
2015-11-05,428.5730285644531,437.0078431179642,427.23719672959476,436.22540869292897,2345306,INFY.NS
2015-11-06,434.4505310058594,436.587851802283,428.57286387312007,428.61102116428674,3026172,INFY.NS
2015-11-09,433.0383605957031,435.0993669148993,425.634028717903,427.4660446883221,6125676,INFY.NS
2015-11-10,421.30218505859375,430.32859913904406,419.87093694615794,430.32859913904406,4680052,INFY.NS
2015-11-13,420.1380615234375,422.1227066074324,416.0160490073249,419.8136080663517,3520868,INFY.NS
2015-11-16,412.2757873535156,417.5427992525255,407.31412703333024,413.5925636233229,6808334,INFY.NS
2015-11-17,405.13861083984375,413.306275618979,401.512782480938,412.199434486134,7184106,INFY.NS
2015-11-18,389.29937744140625,398.89828807575003,385.95979944864905,397.3143646240234,10125252,INFY.NS
2015-11-19,399.9098205566406,401.51279979048365,390.74980943366717,393.2115608214313,8539622,INFY.NS
2015-11-20,401.6654052734375,405.7873711205168,397.71517053203263,399.9860651475463,6082978,INFY.NS
2015-11-23,402.1615905761719,405.48211392754536,396.16945085154964,400.7494445030126,5616350,INFY.NS
2015-11-24,397.3716125488281,401.054699205537,395.78768914214993,400.7493477331316,4325802,INFY.NS
2015-11-26,401.6654052734375,404.37522521357374,396.9518383466366,397.29530055798546,9853968,INFY.NS
2015-11-27,406.9896545410156,408.38274518607267,398.8410922611644,403.8027517821167,5142478,INFY.NS
2015-11-30,415.2146301269531,419.18396756007064,403.1157847451439,408.3827964569875,18105534,INFY.NS
2015-12-01,411.8177795410156,417.924437995748,409.50868067677726,415.2527749218026,5898550,INFY.NS
2015-12-02,404.8332214355469,412.18029400213317,404.18440768908357,412.18029400213317,6397616,INFY.NS
2015-12-03,403.70733642578125,406.3981011944639,400.3868598343069,404.9477513096232,5504726,INFY.NS
2015-12-04,400.38690185546875,406.4363011443087,396.97096178585815,400.3677999115178,8375530,INFY.NS
2015-12-07,399.3181457519531,404.18438838835687,396.9327326948925,402.7722424946164,4513870,INFY.NS
2015-12-08,398.612060546875,405.6156237490102,396.66557287019214,398.8601528151997,5724372,INFY.NS
2015-12-09,392.4290466308594,399.5852856638825,390.2726472459378,398.0777232769648,6818254,INFY.NS
2015-12-10,399.738037109375,401.36011826401904,393.2306571371612,395.6351259535107,5587746,INFY.NS
2015-12-11,401.8181457519531,405.29129843692834,399.1846399701212,402.276126500921,5390198,INFY.NS
2015-12-14,408.1918640136719,409.5849544945242,400.00514540511654,400.55854257349097,4816672,INFY.NS
2015-12-15,411.2642517089844,411.8558061049484,404.10801360391474,409.623069134185,5431808,INFY.NS
2015-12-16,418.2488708496094,419.0694624483817,413.4971455808423,413.4971455808423,5495852,INFY.NS
2015-12-17,422.5425720214844,423.5730985480489,415.25275810440047,419.83275175996374,4958782,INFY.NS
2015-12-18,413.40167236328125,421.13041138988564,411.9894797475682,421.13041138988564,7219820,INFY.NS
2015-12-21,421.1493835449219,422.6569923940027,406.83690669342343,411.0543351750359,4331012,INFY.NS
2015-12-22,413.630615234375,418.85942190741173,412.23752472087176,418.85942190741173,4109254,INFY.NS
2015-12-23,420.15716552734375,420.786923983299,414.890200691412,417.9435298450323,2870928,INFY.NS
2015-12-24,418.4396667480469,421.53115318971487,416.054253353225,420.6151917181876,1230054,INFY.NS
2015-12-28,421.6455993652344,423.6493462732837,416.0160247188101,416.0160247188101,5526952,INFY.NS
2015-12-29,421.6265563964844,423.6494055273864,418.8022642983849,420.30982688021106,3345062,INFY.NS
2015-12-30,414.6038513183594,422.35164422727905,413.3443347095225,420.25248093928053,5153970,INFY.NS
2015-12-31,421.8937072753906,423.63026003935727,414.8710418668917,416.0732993743142,7943938,INFY.NS
2016-01-01,421.83648681640625,423.2486328500963,417.23739135056377,419.83273964989536,1806550,INFY.NS
2016-01-04,411.7796936035156,420.76790512013304,410.6919541957867,419.81373957122787,3975362,INFY.NS
2016-01-05,409.92852783203125,414.2985864086837,405.424848837056,414.2985864086837,4949786,INFY.NS
2016-01-06,408.13458251953125,410.15743122686365,404.14619092065766,410.15743122686365,5588328,INFY.NS
2016-01-07,401.0547790527344,407.58126041146056,399.94793798251703,404.58519067612076,5294088,INFY.NS
2016-01-08,405.8255615234375,407.3903831335082,402.8485474632268,405.1385439433588,3156716,INFY.NS
2016-01-11,402.9249267578125,408.363669271654,401.5509379670736,403.15396371468995,5360622,INFY.NS
2016-01-12,400.73028564453125,405.69194472891377,393.4404727693427,405.32938058570966,6565212,INFY.NS
2016-01-13,413.49713134765625,416.3977848756982,400.02429712397594,403.4211353012035,8751294,INFY.NS
2016-01-14,432.4277038574219,440.8243583012553,402.40965490269707,406.85607441483825,30227006,INFY.NS
2016-01-15,435.06121826171875,444.259362409391,434.1643122003045,438.1527045068564,13036614,INFY.NS
2016-01-18,432.0079650878906,443.53426526468326,430.6530314920593,435.06129457473486,10066612,INFY.NS
2016-01-19,434.9658508300781,442.3319798024231,430.72936575000915,433.19109385880245,7500436,INFY.NS
2016-01-20,427.9431457519531,442.7327082026895,426.3210647089691,432.8093888809051,7507998,INFY.NS
2016-01-21,433.9734802246094,436.0535419418138,428.22938648465214,433.19104604285224,6743000,INFY.NS
2016-01-22,433.6680908203125,439.87016472643353,431.6643438660272,438.19082462767955,6436018,INFY.NS
2016-01-25,434.2024230957031,437.7137323784043,429.2026067902992,435.1947455808059,4579262,INFY.NS
2016-01-27,434.5268249511719,438.7633090516488,433.1909936930875,437.5610516013534,6971962,INFY.NS
2016-01-28,431.1300354003906,436.0916949093667,429.83236128771495,433.5727078612916,7788598,INFY.NS
2016-01-29,444.60284423828125,446.54933200850354,431.89334461430707,434.3360169450231,10232108,INFY.NS
2016-02-01,447.82794189453125,450.32787366854706,443.3433648912948,446.54936968396964,4251126,INFY.NS
2016-02-02,448.66766357421875,454.1827208340178,444.25940088302247,449.1638016177046,7632702,INFY.NS
2016-02-03,441.8548278808594,448.801178894959,439.9655993110097,445.70969278515935,5245966,INFY.NS
2016-02-04,450.2705383300781,456.071843858157,442.75173551656985,442.75173551656985,5549346,INFY.NS
2016-02-05,448.34320068359375,452.904139058079,447.255461491305,448.64855223481067,3984224,INFY.NS
2016-02-08,439.22137451171875,447.3889919283237,436.5497117630832,444.16393196065405,4221044,INFY.NS
2016-02-09,422.75250244140625,430.63391742276656,417.35191732986226,430.63391742276656,7579572,INFY.NS
2016-02-10,423.0960388183594,430.32859388891956,421.74110531907417,422.88610379505354,5866054,INFY.NS
2016-02-11,411.6842346191406,424.79445859189275,408.82173826744327,424.0311262314401,5214378,INFY.NS
2016-02-12,413.9741516113281,421.51205721248317,407.23773551556684,417.80986802646294,7408096,INFY.NS
2016-02-15,416.6839599609375,419.90901983341143,414.71837025015475,418.40145739150694,5093478,INFY.NS
2016-02-16,411.8750305175781,417.0656807819264,409.7949220691093,414.8711004437923,5125448,INFY.NS
2016-02-17,419.0121765136719,420.97776651852035,411.05444654618896,412.86736077190335,4164598,INFY.NS
2016-02-18,428.7637023925781,430.1376910228121,419.832706410908,419.832706410908,4189072,INFY.NS
2016-02-19,430.23309326171875,432.88565390992784,425.1187584172347,427.16066264896017,3974018,INFY.NS
2016-02-22,430.0041809082031,432.7903158730654,425.19519669492695,431.6644193569392,3857010,INFY.NS
2016-02-23,428.95452880859375,432.23684787176353,425.95845931355103,431.3780991673825,2501960,INFY.NS
2016-02-24,429.5079345703125,436.5306000997736,426.83627188117725,427.2751972124123,4950714,INFY.NS
2016-02-25,423.7638244628906,431.51161715035977,420.2524689274541,429.5269723708339,4484528,INFY.NS
2016-02-26,427.90496826171875,432.04603623446167,425.93937847849753,427.523302151971,4235636,INFY.NS
2016-02-29,413.7452087402344,431.43542548312297,407.73396687487667,431.09191662993845,8166076,INFY.NS
2016-03-01,429.546142578125,431.3972606462364,417.848112551605,417.848112551605,6386154,INFY.NS
2016-03-02,441.20599365234375,444.06848928590136,429.37434503363903,433.9734399875942,7214898,INFY.NS
2016-03-03,446.2821960449219,455.27040488037574,440.44268599149,445.7860114714561,5814304,INFY.NS
2016-03-04,446.7974853515625,452.2743852558378,442.3892227073303,448.6867141476015,4281680,INFY.NS
2016-03-08,444.0494079589844,454.3734946593121,437.92369497286654,443.8776768490382,7617746,INFY.NS
2016-03-09,449.79345703125,451.7972038699552,436.22520980169367,437.0076438699883,6305782,INFY.NS
2016-03-10,436.0535888671875,443.83958786826423,434.8513311422236,443.83958786826423,24381016,INFY.NS
2016-03-11,436.244384765625,441.18694249241366,434.412368713245,437.46569774047595,4058548,INFY.NS
2016-03-14,435.5573425292969,440.53810386005125,434.5268626767757,437.3893584783355,4174262,INFY.NS
2016-03-15,432.9620666503906,440.6335465358084,430.881958290421,436.62605217580324,6720258,INFY.NS
2016-03-16,439.85107421875,440.82434140073957,431.8742900750068,435.82452485525323,5588850,INFY.NS
2016-03-17,443.4006042480469,446.45393313462694,440.4617938307541,441.549532928578,6474622,INFY.NS
2016-03-18,455.4803771972656,457.617698246367,443.4960511778803,443.80140272351105,8477422,INFY.NS
2016-03-21,456.0527648925781,457.6175863535834,450.38503346218084,453.41925987327534,5138392,INFY.NS
2016-03-22,454.1636047363281,455.7093712396403,447.31271615817286,454.65978935445685,7097950,INFY.NS
2016-03-23,460.9763488769531,462.08314333007354,451.167501840932,454.18267344484667,6333176,INFY.NS
2016-03-28,459.8695983886719,472.12107368279004,456.3773434569088,470.3654185392594,10787510,INFY.NS
2016-03-29,456.9496765136719,465.2127557807581,454.7741986735115,457.61759209846946,6995356,INFY.NS
2016-03-30,460.270263671875,461.8160301775195,456.30097308127625,457.0833607155305,5756818,INFY.NS
2016-03-31,464.9838562011719,469.4111739091347,458.1138659884391,461.91142527554746,17996320,INFY.NS
2016-04-01,460.0793762207031,466.47228332083205,456.1291414499866,464.10597216458535,5511428,INFY.NS
2016-04-04,474.6781005859375,476.3192834196571,463.17090516963333,463.17090516963333,4577054,INFY.NS
2016-04-05,465.5563659667969,474.14385392789046,463.34268376745115,474.02933545236766,4790716,INFY.NS
2016-04-06,458.26654052734375,468.6860453507445,456.4727282080541,468.6860453507445,4931354,INFY.NS
2016-04-07,450.9385070800781,461.2053347141831,448.457677375448,461.2053347141831,5657890,INFY.NS
2016-04-08,444.92724609375,449.41182266814553,443.51510019146934,448.78206429925314,4195578,INFY.NS
2016-04-11,451.85455322265625,452.9422924054615,439.33588517359624,444.9464053950789,5768678,INFY.NS
