Date,Close,High,Low,Open,Volume,Ticker
,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,
2015-10-30,297.97515869140625,308.0911770883894,294.13361661811325,301.347145552815,3988476,BHARTIARTL.NS
2015-11-02,298.91412353515625,300.2373127491133,293.3652562165063,296.6518818951017,2857066,BHARTIARTL.NS
2015-11-03,296.77996826171875,302.03005986211275,295.28602894702703,299.68245745695486,1670964,BHARTIARTL.NS
2015-11-04,295.71295166015625,299.0422731016046,292.98118294529695,297.9324992877885,2412413,BHARTIARTL.NS
2015-11-05,287.30419921875,295.37141951764823,285.2126783888591,293.10917763155754,3467567,BHARTIARTL.NS
2015-11-06,289.56640625,292.0847585750326,270.7001978895617,284.273648927271,3373067,BHARTIARTL.NS
2015-11-09,286.1944274902344,289.0542511931711,273.8161667684617,285.17004323017545,3630757,BHARTIARTL.NS
2015-11-10,283.1211853027344,286.57856128715395,279.6211146012522,283.9748483929797,2421896,BHARTIARTL.NS
2015-11-13,285.0420227050781,286.83473873820253,277.48699274846126,277.48699274846126,2780378,BHARTIARTL.NS
2015-11-16,286.6213073730469,289.651852355484,282.13951753327234,286.57861264833247,2697681,BHARTIARTL.NS
2015-11-17,285.5541687011719,288.24324231582585,282.5663187647934,287.2615239104072,2173068,BHARTIARTL.NS
2015-11-18,285.0846862792969,292.0848292612809,283.80419135508816,286.83473647798405,2486993,BHARTIARTL.NS
2015-11-19,289.865234375,291.1030632772263,283.5907293307715,286.1090529485838,1983013,BHARTIARTL.NS
2015-11-20,291.4018859863281,293.9629047315821,285.12737994322214,289.01158833444606,2315668,BHARTIARTL.NS
2015-11-23,289.39569091796875,295.542140344788,287.6456700145856,291.6152380851013,2146374,BHARTIARTL.NS
2015-11-24,291.5726013183594,295.115338195229,286.1090644779529,289.82255133427464,2882252,BHARTIARTL.NS
2015-11-26,292.0848083496094,295.07265853189836,290.2920924589599,291.9567530850801,8126680,BHARTIARTL.NS
2015-11-27,292.12744140625,294.3042937245817,289.69444970654945,293.5786859205959,1460049,BHARTIARTL.NS
2015-11-30,285.4261169433594,293.6640878623405,284.4443985259157,292.81042470045526,7110699,BHARTIARTL.NS
2015-12-01,275.52349853515625,286.79201468027037,274.41372480971006,286.79201468027037,9058372,BHARTIARTL.NS
2015-12-02,275.6514892578125,277.91373090170384,270.1452877360457,277.70031515111475,6804758,BHARTIARTL.NS
2015-12-03,272.791748046875,278.7247822219259,271.89539015779263,274.8832401526077,4408535,BHARTIARTL.NS
2015-12-04,274.2856140136719,275.31002699275905,270.7428777540723,271.4685144541492,2941586,BHARTIARTL.NS
2015-12-07,273.2612609863281,276.59058186682734,272.02343210926404,274.2856451754225,2685214,BHARTIARTL.NS
2015-12-08,271.3405456542969,273.5600933628383,268.99294266928064,273.175927533414,4590607,BHARTIARTL.NS
2015-12-09,265.36474609375,271.04166914980505,263.0171437256332,270.82825338055585,5188413,BHARTIARTL.NS
2015-12-10,266.90142822265625,268.4380626736489,263.3586907430346,267.96853628324516,2341048,BHARTIARTL.NS
2015-12-11,264.2549743652344,268.9074844173599,262.50492457631856,268.9074844173599,2355955,BHARTIARTL.NS
2015-12-14,261.3525390625,265.49285789950034,259.6451836383809,262.07814705126214,3826300,BHARTIARTL.NS
2015-12-15,263.9562072753906,264.6391494028927,260.02930449544374,261.35252293396627,2623471,BHARTIARTL.NS
2015-12-16,273.4747314453125,274.84061584569685,264.25504064910086,265.49286977365136,4587498,BHARTIARTL.NS
2015-12-17,275.2247619628906,276.8467569691384,273.21863002268884,274.0296275258127,4000133,BHARTIARTL.NS
2015-12-18,272.3648986816406,276.0783852520318,271.46854085107645,275.13933270329727,4544383,BHARTIARTL.NS
2015-12-21,273.9442138671875,275.95034541847684,270.61486394884554,272.70638494124535,3305363,BHARTIARTL.NS
